ord_ref,buyer_ref,ord_dt,ord_state,dispatch_dt,received_dt,promised_dt,promo_code
ZA-00010498,ZAC0017528,21/11/2017 11:14,COMPLETE,22/11/2017 14:50,26/11/2017 07:19,27/11/2017,
ZA-00010499,ZAC0011319,21/11/2017 19:18,COMPLETE,23/11/2017 16:09,25/11/2017 10:24,26/11/2017,
ZA-00010500,ZAC0018277,21/11/2017 19:28,CANCELLED,,,,
ZA-00010501,ZAC0003986,21/11/2017 11:05,COMPLETE,22/11/2017 02:28,27/11/2017 23:48,27/11/2017,
ZA-00010502,ZAC0000906,21/11/2017 06:41,COMPLETE,26/11/2017 04:45,28/11/2017 16:50,29/11/2017,
ZA-00010503,ZAC0022764,21/11/2017 06:13,COMPLETE,24/11/2017 18:59,29/11/2017 18:53,27/11/2017,
ZA-00010504,ZAC0009242,21/11/2017 15:14,COMPLETE,24/11/2017 09:04,27/11/2017 21:48,29/11/2017,
ZA-00010505,ZAC0007329,21/11/2017 21:07,COMPLETE,30/11/2017 16:31,04/12/2017 17:29,05/12/2017,
ZA-00010506,ZAC0005721,21/11/2017 19:56,COMPLETE,24/11/2017 19:29,26/11/2017 08:34,28/11/2017,
ZA-00010507,ZAC0022999,21/11/2017 21:48,COMPLETE,26/11/2017 19:32,05/12/2017 17:38,30/11/2017,FLASH25
ZA-00010508,ZAC0020586,21/11/2017 17:08,COMPLETE,24/11/2017 05:23,26/11/2017 07:47,29/11/2017,
ZA-00010509,ZAC0006514,21/11/2017 09:44,COMPLETE,24/11/2017 09:48,28/11/2017 18:58,29/11/2017,
ZA-00010510,ZAC0000650,21/11/2017 19:12,COMPLETE,22/11/2017 06:58,26/11/2017 21:52,29/11/2017,
ZA-00010511,ZAC0020772,21/11/2017 18:53,COMPLETE,25/11/2017 16:30,25/11/2017 21:30,30/11/2017,
ZA-00010512,ZAC0014207,21/11/2017 18:01,COMPLETE,23/11/2017 19:13,27/11/2017 23:26,28/11/2017,WINTER15
ZA-00010513,ZAC0000624,21/11/2017 13:17,COMPLETE,22/11/2017 15:36,25/11/2017 06:23,02/12/2017,FLASH25
ZA-00010514,ZAC0006617,21/11/2017 14:03,COMPLETE,23/11/2017 14:27,30/11/2017 07:54,27/11/2017,
ZA-00010515,ZAC0014557,21/11/2017 08:19,COMPLETE,22/11/2017 04:43,23/11/2017 13:37,26/11/2017,FLASH25
ZA-00010516,ZAC0000378,21/11/2017 11:26,COMPLETE,23/11/2017 04:07,25/11/2017 04:14,27/11/2017,WELCOME10
ZA-00010517,ZAC0015997,21/11/2017 07:44,COMPLETE,25/11/2017 08:54,01/12/2017 14:46,29/11/2017,
ZA-00010518,ZAC0002396,21/11/2017 13:54,COMPLETE,22/11/2017 17:43,28/11/2017 13:05,29/11/2017,
ZA-00010519,ZAC0021765,21/11/2017 13:52,COMPLETE,23/11/2017 22:41,01/12/2017 20:50,26/11/2017,
ZA-00010520,ZAC0022809,21/11/2017 13:36,COMPLETE,23/11/2017 11:21,24/11/2017 01:48,27/11/2017,
ZA-00010521,ZAC0022937,21/11/2017 18:07,COMPLETE,23/11/2017 17:22,29/11/2017 00:57,28/11/2017,BULK20
ZA-00010522,ZAC0016904,21/11/2017 14:18,COMPLETE,24/11/2017 08:06,01/12/2017 01:32,01/12/2017,
ZA-00010523,ZAC0019985,21/11/2017 21:10,COMPLETE,23/11/2017 23:59,05/12/2017 20:13,28/11/2017,
ZA-00010524,ZAC0022829,21/11/2017 17:00,COMPLETE,24/11/2017 14:47,09/12/2017 08:01,28/11/2017,
ZA-00010525,ZAC0011254,21/11/2017 07:45,COMPLETE,22/11/2017 02:48,24/11/2017 16:00,26/11/2017,
ZA-00010526,ZAC0005523,21/11/2017 21:58,COMPLETE,22/11/2017 13:41,24/11/2017 18:28,26/11/2017,
ZA-00010527,ZAC0014547,21/11/2017 19:45,COMPLETE,24/11/2017 20:54,30/11/2017 07:44,28/11/2017,
ZA-00010528,ZAC0019805,21/11/2017 22:13,COMPLETE,22/11/2017 07:30,26/11/2017 00:30,26/11/2017,
ZA-00010529,ZAC0014636,21/11/2017 11:06,COMPLETE,23/11/2017 16:59,30/11/2017 01:40,27/11/2017,
ZA-00010530,ZAC0013368,21/11/2017 06:49,COMPLETE,24/11/2017 21:36,03/12/2017 07:45,29/11/2017,WINTER15
ZA-00010531,ZAC0014446,21/11/2017 14:41,COMPLETE,22/11/2017 01:01,26/11/2017 20:22,26/11/2017,WINTER15
ZA-00010532,ZAC0004509,21/11/2017 18:24,COMPLETE,22/11/2017 17:52,24/11/2017 01:01,27/11/2017,WELCOME10
ZA-00010533,ZAC0022976,21/11/2017 06:54,COMPLETE,22/11/2017 18:00,27/11/2017 19:24,02/12/2017,
ZA-00010534,ZAC0012398,21/11/2017 19:08,CANCELLED,,,,
ZA-00010535,ZAC0016552,21/11/2017 12:28,COMPLETE,23/11/2017 19:03,02/12/2017 09:49,28/11/2017,
ZA-00010536,ZAC0021441,21/11/2017 06:41,COMPLETE,23/11/2017 16:14,02/12/2017 10:22,27/11/2017,
ZA-00010537,ZAC0003830,21/11/2017 08:48,COMPLETE,23/11/2017 07:15,27/11/2017 07:09,30/11/2017,
ZA-00010538,ZAC0015931,21/11/2017 15:17,COMPLETE,25/11/2017 03:12,27/11/2017 17:12,28/11/2017,
ZA-00010539,ZAC0015202,21/11/2017 18:12,COMPLETE,23/11/2017 04:55,01/12/2017 02:35,26/11/2017,FREESHIP
ZA-00010540,ZAC0015838,21/11/2017 20:27,COMPLETE,25/11/2017 08:01,26/11/2017 18:33,02/12/2017,FREESHIP
ZA-00010541,ZAC0021064,21/11/2017 19:56,COMPLETE,22/11/2017 06:54,25/11/2017 18:05,27/11/2017,
ZA-00010542,ZAC0002098,21/11/2017 13:59,COMPLETE,25/11/2017 14:42,29/11/2017 08:59,29/11/2017,
ZA-00010543,ZAC0005006,21/11/2017 17:12,COMPLETE,22/11/2017 14:55,27/11/2017 02:52,25/11/2017,
ZA-00010544,ZAC0005406,21/11/2017 22:20,COMPLETE,23/11/2017 06:44,02/12/2017 21:48,30/11/2017,
ZA-00010545,ZAC0018095,21/11/2017 21:50,COMPLETE,23/11/2017 20:10,26/11/2017 10:54,27/11/2017,WELCOME10
ZA-00010546,ZAC0004858,21/11/2017 17:22,COMPLETE,24/11/2017 05:52,26/11/2017 19:42,29/11/2017,
ZA-00010547,ZAC0015099,21/11/2017 12:16,COMPLETE,25/11/2017 21:12,27/11/2017 02:27,30/11/2017,
ZA-00010548,ZAC0016981,21/11/2017 10:58,COMPLETE,22/11/2017 12:17,30/11/2017 10:42,25/11/2017,
ZA-00010549,ZAC0000190,21/11/2017 16:58,COMPLETE,24/11/2017 04:08,25/11/2017 14:53,01/12/2017,
ZA-00010550,ZAC0021128,21/11/2017 19:11,COMPLETE,26/11/2017 17:33,01/12/2017 03:26,01/12/2017,
ZA-00010551,ZAC0011213,21/11/2017 19:11,COMPLETE,23/11/2017 05:26,27/11/2017 19:15,27/11/2017,
ZA-00010552,ZAC0004747,21/11/2017 10:48,COMPLETE,22/11/2017 12:46,28/11/2017 01:44,27/11/2017,
ZA-00010553,ZAC0019932,21/11/2017 11:04,COMPLETE,29/11/2017 09:19,05/12/2017 15:35,03/12/2017,
ZA-00010554,ZAC0022435,21/11/2017 18:03,DISPATCHED,23/11/2017 14:21,,27/11/2017,
ZA-00010555,ZAC0010781,21/11/2017 15:40,COMPLETE,22/11/2017 20:51,01/12/2017 00:02,02/12/2017,
ZA-00010556,ZAC0012165,21/11/2017 20:55,COMPLETE,22/11/2017 23:44,30/11/2017 23:31,27/11/2017,
ZA-00010557,ZAC0018980,22/11/2017 07:19,COMPLETE,23/11/2017 22:58,01/12/2017 13:35,30/11/2017,
ZA-00010558,ZAC0016955,22/11/2017 14:59,COMPLETE,23/11/2017 17:36,30/11/2017 19:56,27/11/2017,
ZA-00010559,ZAC0017679,22/11/2017 07:03,COMPLETE,26/11/2017 13:57,05/12/2017 10:47,03/12/2017,LOYAL5
ZA-00010560,ZAC0020217,22/11/2017 08:57,CANCELLED,,,,
ZA-00010561,ZAC0014857,22/11/2017 15:03,COMPLETE,28/11/2017 14:46,06/12/2017 00:12,02/12/2017,
ZA-00010562,ZAC0007030,22/11/2017 15:25,COMPLETE,25/11/2017 02:43,29/11/2017 06:04,30/11/2017,
ZA-00010563,ZAC0011202,22/11/2017 21:04,COMPLETE,25/11/2017 06:28,28/11/2017 10:18,28/11/2017,
ZA-00010564,ZAC0007824,22/11/2017 22:24,COMPLETE,27/11/2017 04:41,28/11/2017 17:07,07/12/2017,
ZA-00010565,ZAC0002053,22/11/2017 11:27,COMPLETE,24/11/2017 05:11,24/11/2017 16:10,01/12/2017,
ZA-00010566,ZAC0013331,22/11/2017 16:14,COMPLETE,24/11/2017 08:09,28/11/2017 13:40,27/11/2017,
ZA-00010567,ZAC0002296,22/11/2017 06:04,COMPLETE,23/11/2017 11:12,28/11/2017 23:58,27/11/2017,
ZA-00010568,ZAC0004426,22/11/2017 07:16,COMPLETE,24/11/2017 08:14,28/11/2017 02:19,28/11/2017,FREESHIP
ZA-00010569,ZAC0000172,22/11/2017 21:01,COMPLETE,25/11/2017 17:52,27/11/2017 06:33,02/12/2017,
ZA-00010570,ZAC0003958,22/11/2017 22:26,COMPLETE,24/11/2017 18:25,25/11/2017 20:31,28/11/2017,
ZA-00010571,ZAC0005017,22/11/2017 15:11,COMPLETE,23/11/2017 21:26,03/12/2017 14:44,26/11/2017,
ZA-00010572,ZAC0007155,22/11/2017 08:17,COMPLETE,24/11/2017 03:04,25/11/2017 17:17,01/12/2017,WELCOME10
ZA-00010573,ZAC0003366,22/11/2017 12:31,COMPLETE,23/11/2017 17:37,27/11/2017 06:52,30/11/2017,
ZA-00010574,ZAC0017198,22/11/2017 20:25,COMPLETE,25/11/2017 04:32,30/11/2017 23:56,02/12/2017,
ZA-00010575,ZAC0010886,22/11/2017 15:34,COMPLETE,26/11/2017 18:46,27/11/2017 08:01,03/12/2017,
ZA-00010576,ZAC0005243,22/11/2017 15:33,COMPLETE,23/11/2017 08:23,23/11/2017 12:54,27/11/2017,
ZA-00010577,ZAC0007298,22/11/2017 14:11,COMPLETE,23/11/2017 03:35,29/11/2017 02:30,30/11/2017,
ZA-00010578,ZAC0009924,22/11/2017 11:18,COMPLETE,24/11/2017 21:26,28/11/2017 03:45,27/11/2017,BULK20
ZA-00010579,ZAC0001446,22/11/2017 12:42,COMPLETE,24/11/2017 16:29,29/11/2017 18:34,28/11/2017,
ZA-00010580,ZAC0011873,22/11/2017 09:05,COMPLETE,23/11/2017 07:47,28/11/2017 03:57,27/11/2017,
ZA-00010581,ZAC0006564,22/11/2017 19:09,DISPATCHED,29/11/2017 04:21,,03/12/2017,
ZA-00010582,ZAC0002465,22/11/2017 08:10,COMPLETE,22/11/2017 11:53,25/11/2017 07:09,27/11/2017,WELCOME10
ZA-00010583,ZAC0011974,22/11/2017 17:01,COMPLETE,23/11/2017 22:37,28/11/2017 19:40,30/11/2017,
ZA-00010584,ZAC0015911,22/11/2017 11:16,COMPLETE,24/11/2017 09:50,27/11/2017 01:37,27/11/2017,
ZA-00010585,ZAC0020731,22/11/2017 16:24,COMPLETE,23/11/2017 04:01,29/11/2017 00:02,30/11/2017,
ZA-00010586,ZAC0017118,22/11/2017 09:11,COMPLETE,23/11/2017 03:46,01/12/2017 09:21,27/11/2017,
ZA-00010587,ZAC0022144,22/11/2017 11:01,COMPLETE,23/11/2017 00:18,27/11/2017 13:15,30/11/2017,
ZA-00010588,ZAC0002528,22/11/2017 12:46,PENDING,,,,
ZA-00010589,ZAC0018083,22/11/2017 06:26,COMPLETE,24/11/2017 09:21,01/12/2017 13:49,29/11/2017,
ZA-00010590,ZAC0001185,22/11/2017 15:14,COMPLETE,24/11/2017 19:24,01/12/2017 04:13,01/12/2017,
ZA-00010591,ZAC0003681,22/11/2017 19:51,COMPLETE,23/11/2017 23:19,27/11/2017 13:04,28/11/2017,
ZA-00010592,ZAC0007391,22/11/2017 08:12,COMPLETE,23/11/2017 15:28,26/11/2017 05:51,26/11/2017,
ZA-00010593,ZAC0020077,22/11/2017 06:44,COMPLETE,25/11/2017 14:15,01/12/2017 03:52,29/11/2017,
ZA-00010594,ZAC0002228,22/11/2017 14:53,COMPLETE,23/11/2017 06:02,25/11/2017 04:15,27/11/2017,
ZA-00010595,ZAC0000964,22/11/2017 20:46,COMPLETE,23/11/2017 04:20,25/11/2017 09:53,30/11/2017,
ZA-00010596,ZAC0005461,22/11/2017 16:18,COMPLETE,23/11/2017 06:33,24/11/2017 14:37,28/11/2017,
ZA-00010597,ZAC0017815,22/11/2017 07:39,COMPLETE,22/11/2017 22:02,23/11/2017 14:14,26/11/2017,
ZA-00010598,ZAC0013557,22/11/2017 20:01,COMPLETE,25/11/2017 19:32,05/12/2017 00:17,29/11/2017,
ZA-00010599,ZAC0008852,22/11/2017 15:36,COMPLETE,25/11/2017 23:52,01/12/2017 01:00,02/12/2017,FREESHIP
ZA-00010600,ZAC0013885,22/11/2017 10:26,COMPLETE,24/11/2017 19:37,01/12/2017 07:51,28/11/2017,
ZA-00010601,ZAC0005932,22/11/2017 19:57,COMPLETE,28/11/2017 22:01,04/12/2017 16:23,01/12/2017,
ZA-00010602,ZAC0022903,22/11/2017 20:07,COMPLETE,25/11/2017 01:34,25/11/2017 16:53,30/11/2017,
ZA-00010603,ZAC0023186,22/11/2017 18:34,COMPLETE,25/11/2017 02:08,30/11/2017 02:25,30/11/2017,
ZA-00010604,ZAC0016498,22/11/2017 09:16,COMPLETE,22/11/2017 15:43,26/11/2017 08:21,02/12/2017,FREESHIP
ZA-00010605,ZAC0017289,22/11/2017 12:58,COMPLETE,26/11/2017 02:16,02/12/2017 05:25,29/11/2017,
ZA-00010606,ZAC0000054,22/11/2017 06:15,COMPLETE,25/11/2017 21:37,01/12/2017 19:52,02/12/2017,
ZA-00010607,ZAC0015187,22/11/2017 10:15,COMPLETE,22/11/2017 21:34,24/11/2017 19:58,25/11/2017,
ZA-00010608,ZAC0003158,22/11/2017 08:07,COMPLETE,23/11/2017 05:08,26/11/2017 02:35,28/11/2017,
ZA-00010609,ZAC0018435,22/11/2017 08:59,COMPLETE,27/11/2017 16:46,05/12/2017 20:54,30/11/2017,
ZA-00010610,ZAC0004495,22/11/2017 12:35,COMPLETE,23/11/2017 04:32,04/12/2017 20:07,27/11/2017,WELCOME10
ZA-00010611,ZAC0022059,22/11/2017 15:41,COMPLETE,24/11/2017 11:27,29/11/2017 14:20,28/11/2017,
ZA-00010612,ZAC0016788,22/11/2017 15:59,COMPLETE,26/11/2017 08:37,04/12/2017 09:22,29/11/2017,
ZA-00010613,ZAC0017293,22/11/2017 11:50,COMPLETE,23/11/2017 09:04,28/11/2017 22:30,28/11/2017,
ZA-00010614,ZAC0005251,22/11/2017 17:16,CANCELLED,,,,
ZA-00010615,ZAC0023519,22/11/2017 06:11,COMPLETE,23/11/2017 02:35,27/11/2017 08:06,28/11/2017,
ZA-00010616,ZAC0015772,22/11/2017 10:34,COMPLETE,24/11/2017 19:50,01/12/2017 03:54,28/11/2017,
ZA-00010617,ZAC0011235,22/11/2017 16:07,COMPLETE,23/11/2017 16:19,23/11/2017 23:37,26/11/2017,FLASH25
ZA-00010618,ZAC0017921,23/11/2017 13:27,COMPLETE,28/11/2017 10:13,02/12/2017 13:36,02/12/2017,
ZA-00010619,ZAC0013939,23/11/2017 16:50,COMPLETE,24/11/2017 09:45,05/12/2017 10:27,27/11/2017,
ZA-00010620,ZAC0019096,23/11/2017 17:46,COMPLETE,30/11/2017 06:51,03/12/2017 03:59,04/12/2017,
ZA-00010621,ZAC0012130,23/11/2017 06:29,COMPLETE,30/11/2017 04:05,03/12/2017 05:48,07/12/2017,
ZA-00010622,ZAC0023489,23/11/2017 12:32,COMPLETE,23/11/2017 22:40,24/11/2017 20:04,30/11/2017,
ZA-00010623,ZAC0017230,23/11/2017 20:28,RETURNED,25/11/2017 19:52,08/12/2017 03:11,29/11/2017,
ZA-00010624,ZAC0006716,23/11/2017 08:03,COMPLETE,26/11/2017 17:02,29/11/2017 12:47,03/12/2017,
ZA-00010625,ZAC0015063,23/11/2017 07:40,COMPLETE,25/11/2017 18:41,29/11/2017 19:48,28/11/2017,
ZA-00010626,ZAC0011871,23/11/2017 06:47,COMPLETE,25/11/2017 08:34,03/12/2017 15:55,05/12/2017,
ZA-00010627,ZAC0006563,23/11/2017 09:42,COMPLETE,28/11/2017 10:39,10/12/2017 10:18,02/12/2017,
ZA-00010628,ZAC0022742,23/11/2017 09:15,COMPLETE,24/11/2017 02:01,25/11/2017 13:10,27/11/2017,
ZA-00010629,ZAC0011383,23/11/2017 20:29,COMPLETE,27/11/2017 02:40,17/12/2017 19:36,01/12/2017,
ZA-00010630,ZAC0003020,23/11/2017 18:49,COMPLETE,26/11/2017 06:07,30/11/2017 23:22,30/11/2017,FLASH25
ZA-00010631,ZAC0007505,23/11/2017 18:37,COMPLETE,24/11/2017 16:54,29/11/2017 02:53,29/11/2017,FREESHIP
ZA-00010632,ZAC0017828,23/11/2017 14:25,COMPLETE,24/11/2017 09:49,26/11/2017 20:20,28/11/2017,
ZA-00010633,ZAC0021225,23/11/2017 11:12,DISPATCHED,23/11/2017 19:08,,27/11/2017,
ZA-00010634,ZAC0005978,23/11/2017 13:25,COMPLETE,25/11/2017 00:32,06/12/2017 11:42,30/11/2017,
ZA-00010635,ZAC0022507,23/11/2017 10:40,COMPLETE,25/11/2017 10:44,26/11/2017 13:01,29/11/2017,WELCOME10
ZA-00010636,ZAC0023959,23/11/2017 14:40,COMPLETE,26/11/2017 21:56,28/11/2017 16:22,29/11/2017,
ZA-00010637,ZAC0020936,23/11/2017 18:34,COMPLETE,26/11/2017 09:13,26/11/2017 21:50,30/11/2017,
ZA-00010638,ZAC0021082,23/11/2017 21:48,COMPLETE,24/11/2017 09:45,27/11/2017 10:25,01/12/2017,
ZA-00010639,ZAC0004884,23/11/2017 13:05,COMPLETE,25/11/2017 02:23,28/11/2017 15:21,28/11/2017,
ZA-00010640,ZAC0004125,23/11/2017 08:54,CANCELLED,,,,FREESHIP
ZA-00010641,ZAC0013263,23/11/2017 16:41,COMPLETE,01/12/2017 08:14,06/12/2017 11:08,04/12/2017,
ZA-00010642,ZAC0015398,23/11/2017 16:31,COMPLETE,25/11/2017 12:54,25/11/2017 22:24,02/12/2017,
ZA-00010643,ZAC0000685,23/11/2017 19:51,COMPLETE,27/11/2017 04:26,03/12/2017 01:11,01/12/2017,
ZA-00010644,ZAC0008699,23/11/2017 08:54,COMPLETE,25/11/2017 15:21,07/12/2017 17:27,28/11/2017,FREESHIP
ZA-00010645,ZAC0011799,23/11/2017 08:03,COMPLETE,25/11/2017 18:04,29/11/2017 00:08,05/12/2017,
ZA-00010646,ZAC0019282,23/11/2017 12:59,CANCELLED,,,,
ZA-00010647,ZAC0016133,23/11/2017 13:48,PENDING,,,,WELCOME10
ZA-00010648,ZAC0016483,23/11/2017 18:11,COMPLETE,24/11/2017 13:07,25/11/2017 15:05,27/11/2017,WINTER15
ZA-00010649,ZAC0019612,23/11/2017 06:54,COMPLETE,23/11/2017 21:24,26/11/2017 01:35,28/11/2017,
ZA-00010650,ZAC0020041,23/11/2017 13:41,CANCELLED,,,,WELCOME10
ZA-00010651,ZAC0023789,23/11/2017 15:58,CANCELLED,,,,FLASH25
ZA-00010652,ZAC0005548,23/11/2017 17:24,COMPLETE,25/11/2017 22:19,28/11/2017 12:09,30/11/2017,FREESHIP
ZA-00010653,ZAC0020684,23/11/2017 21:29,COMPLETE,25/11/2017 14:25,02/12/2017 22:49,30/11/2017,
ZA-00010654,ZAC0003323,23/11/2017 10:01,COMPLETE,27/11/2017 15:09,02/12/2017 13:14,01/12/2017,
ZA-00010655,ZAC0015335,23/11/2017 12:37,COMPLETE,24/11/2017 12:52,28/11/2017 00:10,01/12/2017,
ZA-00010656,ZAC0009471,23/11/2017 11:48,COMPLETE,29/11/2017 06:58,04/12/2017 19:36,04/12/2017,FREESHIP
ZA-00010657,ZAC0016261,23/11/2017 20:07,COMPLETE,27/11/2017 08:54,01/12/2017 21:33,04/12/2017,
ZA-00010658,ZAC0006873,23/11/2017 14:34,DISPATCHED,26/11/2017 00:28,,29/11/2017,
ZA-00010659,ZAC0012088,23/11/2017 14:46,COMPLETE,24/11/2017 13:41,25/11/2017 17:10,04/12/2017,FREESHIP
ZA-00010660,ZAC0012970,23/11/2017 22:43,COMPLETE,28/11/2017 03:09,02/12/2017 20:44,02/12/2017,
ZA-00010661,ZAC0015142,23/11/2017 08:01,COMPLETE,27/11/2017 13:45,30/11/2017 17:27,02/12/2017,
ZA-00010662,ZAC0015498,23/11/2017 07:27,COMPLETE,27/11/2017 05:59,01/12/2017 11:04,04/12/2017,
ZA-00010663,ZAC0015108,23/11/2017 07:30,COMPLETE,25/11/2017 08:21,28/11/2017 16:21,30/11/2017,
ZA-00010664,ZAC0008637,23/11/2017 10:45,COMPLETE,24/11/2017 23:57,26/11/2017 18:58,29/11/2017,
ZA-00010665,ZAC0023406,23/11/2017 21:02,COMPLETE,25/11/2017 17:00,26/11/2017 16:08,29/11/2017,
ZA-00010666,ZAC0019786,23/11/2017 19:59,COMPLETE,27/11/2017 20:43,04/12/2017 18:35,30/11/2017,
ZA-00010667,ZAC0022455,23/11/2017 10:54,COMPLETE,26/11/2017 18:04,30/11/2017 22:33,29/11/2017,
ZA-00010668,ZAC0010391,23/11/2017 17:21,COMPLETE,24/11/2017 23:20,02/12/2017 14:44,28/11/2017,
ZA-00010669,ZAC0022995,23/11/2017 09:12,COMPLETE,26/11/2017 15:18,12/12/2017 13:05,01/12/2017,WINTER15
ZA-00010670,ZAC0014371,23/11/2017 17:39,COMPLETE,27/11/2017 00:51,29/11/2017 14:57,01/12/2017,
ZA-00010671,ZAC0003804,23/11/2017 09:57,COMPLETE,25/11/2017 03:55,28/11/2017 11:14,30/11/2017,
ZA-00010672,ZAC0004640,23/11/2017 09:46,COMPLETE,24/11/2017 10:06,28/11/2017 20:51,28/11/2017,
ZA-00010673,ZAC0002590,23/11/2017 13:32,COMPLETE,24/11/2017 01:55,29/11/2017 11:44,29/11/2017,
ZA-00010674,ZAC0017606,23/11/2017 20:05,COMPLETE,01/12/2017 00:33,05/12/2017 15:03,05/12/2017,FREESHIP
ZA-00010675,ZAC0002859,23/11/2017 11:28,COMPLETE,24/11/2017 10:48,29/11/2017 20:49,01/12/2017,WINTER15
ZA-00010676,ZAC0014282,23/11/2017 22:49,COMPLETE,26/11/2017 18:34,28/11/2017 19:27,29/11/2017,
ZA-00010677,ZAC0012308,24/11/2017 15:25,COMPLETE,30/11/2017 21:03,02/12/2017 23:35,07/12/2017,
ZA-00010678,ZAC0005895,24/11/2017 15:49,COMPLETE,25/11/2017 21:38,28/11/2017 09:57,29/11/2017,
ZA-00010679,ZAC0013508,24/11/2017 22:57,COMPLETE,26/11/2017 06:29,28/11/2017 03:43,03/12/2017,
ZA-00010680,ZAC0009230,24/11/2017 12:14,COMPLETE,25/11/2017 05:55,30/11/2017 10:58,30/11/2017,
ZA-00010681,ZAC0020804,24/11/2017 17:42,COMPLETE,28/11/2017 22:46,02/12/2017 17:56,03/12/2017,
ZA-00010682,ZAC0006522,24/11/2017 17:25,COMPLETE,25/11/2017 10:34,29/11/2017 21:16,30/11/2017,
ZA-00010683,ZAC0008311,24/11/2017 09:40,COMPLETE,27/11/2017 03:32,01/12/2017 18:02,02/12/2017,
ZA-00010684,ZAC0004711,24/11/2017 17:27,PENDING,,,,
ZA-00010685,ZAC0021472,24/11/2017 15:09,COMPLETE,27/11/2017 03:43,01/12/2017 01:03,01/12/2017,
ZA-00010686,ZAC0021962,24/11/2017 09:24,COMPLETE,27/11/2017 07:01,29/11/2017 18:24,01/12/2017,
ZA-00010687,ZAC0010445,24/11/2017 16:45,COMPLETE,25/11/2017 03:09,29/11/2017 07:31,02/12/2017,WELCOME10
ZA-00010688,ZAC0019734,24/11/2017 20:16,COMPLETE,27/11/2017 16:00,02/12/2017 01:44,02/12/2017,
ZA-00010689,ZAC0003765,24/11/2017 09:46,COMPLETE,24/11/2017 22:57,28/11/2017 08:31,28/11/2017,
ZA-00010690,ZAC0016512,24/11/2017 14:51,COMPLETE,25/11/2017 14:31,28/11/2017 11:31,30/11/2017,
ZA-00010691,ZAC0008372,24/11/2017 20:01,COMPLETE,27/11/2017 00:58,30/11/2017 04:25,02/12/2017,BULK20
ZA-00010692,ZAC0002259,24/11/2017 13:27,COMPLETE,25/11/2017 23:45,28/11/2017 00:42,28/11/2017,
ZA-00010693,ZAC0010913,24/11/2017 21:42,COMPLETE,26/11/2017 02:51,05/12/2017 04:53,30/11/2017,
ZA-00010694,ZAC0003354,24/11/2017 22:44,COMPLETE,27/11/2017 10:58,05/12/2017 09:51,01/12/2017,BULK20
ZA-00010695,ZAC0009300,24/11/2017 15:07,COMPLETE,26/11/2017 04:16,01/12/2017 10:11,03/12/2017,
ZA-00010696,ZAC0022093,24/11/2017 14:28,COMPLETE,27/11/2017 08:47,09/12/2017 09:05,01/12/2017,WINTER15
ZA-00010697,ZAC0001772,24/11/2017 06:00,COMPLETE,27/11/2017 19:07,04/12/2017 00:00,04/12/2017,
ZA-00010698,ZAC0016608,24/11/2017 20:27,DISPATCHED,25/11/2017 09:59,,02/12/2017,
ZA-00010699,ZAC0006684,24/11/2017 10:53,COMPLETE,28/11/2017 15:29,02/12/2017 05:03,02/12/2017,
ZA-00010700,ZAC0011653,24/11/2017 10:00,COMPLETE,30/11/2017 01:53,02/12/2017 08:26,04/12/2017,
ZA-00010701,ZAC0003707,24/11/2017 19:13,COMPLETE,30/11/2017 19:28,05/12/2017 17:02,05/12/2017,FLASH25
ZA-00010702,ZAC0021224,24/11/2017 09:52,COMPLETE,26/11/2017 02:26,30/11/2017 10:53,03/12/2017,
ZA-00010703,ZAC0010043,24/11/2017 07:48,COMPLETE,30/11/2017 09:54,02/12/2017 20:01,05/12/2017,
ZA-00010704,ZAC0013180,24/11/2017 15:01,COMPLETE,25/11/2017 13:47,30/11/2017 03:06,29/11/2017,
ZA-00010705,ZAC0020253,24/11/2017 21:25,COMPLETE,25/11/2017 10:23,29/11/2017 06:29,30/11/2017,
ZA-00010706,ZAC0008710,24/11/2017 09:33,COMPLETE,24/11/2017 18:20,28/11/2017 09:51,01/12/2017,
ZA-00010707,ZAC0009855,24/11/2017 11:45,COMPLETE,29/11/2017 21:22,05/12/2017 17:10,03/12/2017,
ZA-00010708,ZAC0013001,24/11/2017 13:34,COMPLETE,25/11/2017 11:18,30/11/2017 09:41,29/11/2017,
ZA-00010709,ZAC0005278,24/11/2017 17:37,COMPLETE,27/11/2017 01:04,28/11/2017 20:18,30/11/2017,
ZA-00010710,ZAC0019994,24/11/2017 09:40,COMPLETE,27/11/2017 22:23,30/11/2017 23:11,01/12/2017,
ZA-00010711,ZAC0010417,24/11/2017 08:45,COMPLETE,27/11/2017 12:00,28/11/2017 12:10,30/11/2017,FLASH25
ZA-00010712,ZAC0016436,24/11/2017 07:49,COMPLETE,25/11/2017 22:28,29/11/2017 07:43,28/11/2017,
ZA-00010713,ZAC0007835,24/11/2017 18:49,COMPLETE,25/11/2017 09:01,29/11/2017 09:32,28/11/2017,BULK20
ZA-00010714,ZAC0006362,24/11/2017 19:00,COMPLETE,26/11/2017 10:20,30/11/2017 10:22,29/11/2017,
ZA-00010715,ZAC0003366,24/11/2017 13:35,COMPLETE,25/11/2017 21:14,30/11/2017 08:52,02/12/2017,
ZA-00010716,ZAC0010208,24/11/2017 19:36,COMPLETE,27/11/2017 13:42,02/12/2017 20:53,04/12/2017,
